SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1666.00,1686.00,1640.00,1659.40,1650.00,1662.35,1106,13244,22040930.00,
500003,AEGIS LOGIS ,A ,Q,281.30,282.70,278.00,278.65,278.65,280.70,717,17297,4826263.00,
500008,AMAR RAJA BA,A ,Q,882.00,892.00,836.70,840.90,840.90,875.95,3126,99492,86038398.00,
500009,A.SARABHAI  ,XT,Q,11.00,11.15,10.61,10.90,10.75,10.62,121,69488,766541.00,
500010,HDFC        ,A ,Q,1907.95,1921.70,1875.45,1902.55,1902.55,1907.95,1903,478470,905663598.00,
500012,ANDHRA PETRO,X ,Q,76.70,77.90,72.75,76.65,76.65,74.80,1343,379038,28707459.00,
500013,ANSAL INFRAS,B ,Q,27.15,28.25,27.15,28.20,28.20,26.95,281,83318,2338826.00,
500014,APPLE FINANC,X ,Q,4.03,4.03,3.67,3.73,3.70,3.84,33,8829,33039.00,
500020,BOM DYEING  ,A ,Q,244.00,245.55,231.70,233.35,233.35,241.45,5089,579953,138764068.00,
500023,ASIANHOTNR  ,B ,Q,284.05,304.45,280.10,288.70,288.70,281.85,241,25367,7435422.00,
500024,ASSAMCO     ,T ,Q,5.28,5.28,5.00,5.07,5.05,5.05,121,123611,623342.00,
500027,ATUL LTD.   ,A ,Q,2860.00,2962.15,2830.15,2856.20,2856.20,2879.50,138,585,1669785.00,
500028,ATV PROJECTS,XT,Q,11.75,12.93,11.71,11.85,11.99,12.32,68,27708,330364.00,
500029,AUTOLITE(I) ,B ,Q,70.30,71.00,69.15,69.90,69.45,70.35,126,28129,1967401.00,
500031,BAJAJ ELECT.,A ,Q,530.00,532.00,509.15,511.65,511.65,529.80,690,26907,13940507.00,
500032,BAJAJHIND   ,A ,Q,14.20,14.30,14.00,14.05,14.05,14.15,723,902395,12749267.00,
500033,FORCE MOTR  ,B ,Q,3276.00,3299.15,3232.00,3244.85,3244.85,3285.60,3141,29172,94889977.00,
500034,BAJFINANCE  ,A ,Q,1742.00,1742.00,1705.10,1710.40,1712.95,1738.10,1871,55764,95743028.00,
500038,BALRAM.CHINI,A ,Q,120.60,124.90,120.20,122.20,122.20,121.60,1264,203768,24932196.00,
500039,BANCO PROD. ,B ,Q,244.75,250.00,243.00,244.05,243.05,245.05,461,20552,5037258.00,
500040,CENTURY TEXT,A ,Q,1426.00,1426.00,1389.00,1403.20,1403.20,1419.65,1276,39311,55204236.00,
500041,BANNARI AMAN,B ,Q,1925.00,1988.00,1912.00,1988.00,1988.00,1905.60,12,41,79692.00,
500042,BASF INDIA  ,B ,Q,2199.95,2200.50,2170.05,2179.05,2178.50,2202.80,144,581,1270985.00,
500043,BATA INDIA  ,A ,Q,730.00,730.00,703.50,706.60,706.60,724.60,785,26266,18717536.00,
500048,BEML LTD    ,A ,Q,1504.95,1513.00,1475.00,1481.80,1481.80,1506.20,993,20272,30267639.00,
500049,BHARAT ELECT,A ,Q,178.00,179.50,174.55,177.15,177.15,173.70,6059,3861096,682487325.00,
500052,BHANSALI ENG,B ,Q,181.95,189.75,177.25,183.75,183.75,182.55,1613,176452,32550853.00,
500055,BHUSH STEEL ,B ,Q,62.35,64.00,59.75,59.95,59.95,61.60,3186,786877,48362762.00,
500058,BIHAR SPONGE,XT,Q,2.43,2.67,2.43,2.55,2.55,2.55,23,10986,29009.00,
500059,BINANI IND. ,T ,Q,119.00,122.05,116.00,117.05,117.05,121.55,234,18261,2152008.00,
500060,BIRLACABLE  ,T ,Q,59.30,59.30,58.00,58.65,58.20,57.45,48,4132,240718.00,
500067,BLUE STAR   ,A ,Q,763.00,768.65,753.00,760.15,763.05,764.00,367,1803,1369591.00,
500068,DISA INDIA  ,X ,Q,6309.55,6309.55,6045.00,6091.80,6045.00,6239.00,13,29,179745.00,
500069,BNK CAPITAL ,X ,Q,135.00,136.80,127.40,130.05,128.40,135.60,29,1590,209306.00,
500074,BPL LTD.    ,B ,Q,102.35,111.95,100.20,110.40,110.40,102.20,3384,391634,41836835.00,
500078,CAMPH.& ALL ,X ,Q,1205.05,1283.90,1175.00,1215.90,1190.00,1203.25,104,3947,4741019.00,
500083,CENTURY EXT ,B ,Q,6.89,7.30,6.53,7.24,7.29,6.64,442,113976,810595.00,
500084,CESC LTD.   ,A ,Q,1082.50,1101.00,1066.90,1069.80,1069.80,1087.95,752,20177,21795683.00,
500085,CHAMBAL FERT,A ,Q,158.00,158.00,152.80,154.35,154.35,155.45,959,92867,14387218.00,
500086,EXIDE IND.  ,A ,Q,233.50,237.05,225.10,226.95,226.95,232.80,2744,261989,60679561.00,
500087,CIPLA LTD.  ,A ,Q,619.80,630.60,613.40,621.30,621.30,617.65,3081,583936,361001873.00,
500089,DIC INDIA   ,B ,Q,561.00,561.00,560.00,560.00,560.00,561.20,2,50,28015.00,
500092,CRISIL LTD  ,A ,Q,1968.05,1982.00,1957.00,1975.05,1974.00,1969.45,92,692,1363088.00,
500093,CGPOWER     ,A ,Q,93.85,95.30,91.50,92.15,92.15,94.30,740,131852,12323717.00,
500096,DABUR (I)   ,A ,Q,359.05,364.05,352.00,353.90,353.90,360.10,700,44673,16047126.00,
500097,DALMIASUG   ,B ,Q,102.65,107.55,100.85,105.80,105.80,101.80,580,39251,4136474.00,
500101,ARVIND Ltd  ,A ,Q,445.15,457.70,442.05,444.60,444.60,445.05,991,74835,33336476.00,
500102,BALARPUR IND,B ,Q,15.85,15.85,15.40,15.50,15.50,15.70,383,295757,4601260.00,
500103,BHEL        ,A ,Q,104.05,106.45,102.45,103.25,103.25,104.20,4939,1239611,129742042.00,
500104,HIND.PETRO  ,A ,Q,388.70,395.70,382.00,384.10,384.10,388.70,4549,229592,88919148.00,
500106,IFCI LTD    ,A ,Q,31.50,31.70,30.60,30.75,30.75,31.40,2235,1035303,32167062.00,
500108,MAHA.TELE   ,B ,Q,25.20,26.00,24.90,25.45,25.45,25.35,1212,601882,15360319.00,
500109,MRPL        ,A ,Q,131.00,132.30,126.65,128.20,127.00,130.65,784,118282,15354439.00,
500110,CHENNAI PET.,A ,Q,428.20,432.05,417.00,420.95,420.95,429.00,725,41207,17542408.00,
500111,REL.CAP.    ,A ,Q,510.50,519.00,504.15,505.40,505.40,513.05,7427,505765,258046612.00,
500112,STATE BANK  ,A ,Q,333.00,334.80,312.00,313.15,313.15,329.50,19114,2511198,799255230.00,
500113,STEEL AUTH. ,A ,Q,94.10,96.45,93.40,93.90,93.90,94.30,2671,1091734,103593288.00,
500114,TITAN       ,A ,Q,888.00,904.85,877.35,885.30,885.30,887.75,1657,74499,66450029.00,
500116,IDBI BANK L ,A ,Q,70.80,70.80,64.45,65.00,65.00,65.45,10432,3557658,237187459.00,
500117,DCW LTD.    ,T ,Q,41.05,42.35,41.00,41.40,41.40,41.45,199,54003,2242863.00,
500119,DHAMPUR SUGA,B ,Q,188.15,194.80,185.35,193.60,193.60,187.20,1184,102155,19544920.00,
500120,DIAMINES&CHM,X ,Q,115.00,116.25,109.00,115.70,115.70,114.35,421,45469,5176835.00,
500123,ELANTAS     ,B ,Q,2239.95,2239.95,2115.00,2124.60,2146.00,2135.20,86,550,1169021.00,
500124,DR.REDDY'S  ,A ,Q,2569.00,2594.95,2458.95,2504.00,2504.00,2561.85,7971,142150,358637238.00,
500125,E.I.D.PAR   ,A ,Q,344.50,350.40,341.00,342.35,342.50,343.40,728,21730,7486101.00,
500126,MERCK LTD   ,B ,Q,1480.15,1534.10,1480.15,1521.15,1521.15,1484.00,451,4093,6185017.00,
500128,ELEC.CASTING,B ,Q,34.95,35.50,34.80,34.95,34.90,34.35,241,51170,1791310.00,
500132,EMPEE SUGARS,X ,Q,4.75,4.75,4.35,4.74,4.74,4.53,40,3500,15832.00,
500133,ESAB INDIA  ,B ,Q,834.30,844.95,814.60,832.65,826.00,822.85,49,448,370432.00,
500135,ESSEL PROP  ,B ,Q,293.05,296.30,289.00,291.45,289.00,292.45,63,1906,559980.00,
500136,ESTER INDUS.,B ,Q,59.80,60.30,57.60,58.30,58.30,59.80,663,104206,6103935.00,
500139,FEDDERELEC  ,B ,Q,76.85,78.25,76.10,76.55,76.30,76.95,207,21014,1614744.00,
500141,FERRO ALLOYS,XT,Q,13.10,13.10,12.40,12.75,12.65,12.80,172,74911,953982.00,
500144,FINOL. CABLE,A ,Q,731.00,740.00,721.55,727.65,721.55,731.20,302,5542,4073452.00,
500147,CMI FPE     ,X ,Q,1195.00,1233.00,1180.20,1225.70,1225.70,1197.40,64,1157,1402334.00,
500148,UFLEX LTD   ,A ,Q,459.00,462.65,451.35,453.75,454.00,460.35,281,8876,4030507.00,
500150,FOSECO INDIA,B ,Q,1812.10,1846.30,1812.10,1818.15,1818.15,1822.15,29,352,643086.00,
500153,GANESH BENZO,X ,Q,90.80,91.95,88.00,88.70,90.00,90.75,549,76216,6851670.00,
500155,GARDEN SILK ,B ,Q,42.00,43.50,40.60,41.45,41.00,42.25,273,42262,1762553.00,
500159,METROGLOBL  ,X ,Q,88.25,95.00,87.30,93.10,95.00,91.75,37,7104,656007.00,
500160,GTL LTD.    ,B ,Q,14.85,15.00,14.40,14.55,14.45,14.90,217,49960,730879.00,
500163,GODFREY PH  ,A ,Q,970.05,987.00,955.00,964.25,964.25,981.00,482,9430,9130433.00,
500164,GODREJ IND  ,A ,Q,626.00,632.10,616.00,621.85,617.15,624.55,877,27477,17107996.00,
500165,KANSAI NERO ,A ,Q,500.00,500.00,483.35,487.70,491.30,496.30,881,16726,8210502.00,
500166,GOODRICKE   ,X ,Q,474.00,474.00,455.00,459.90,459.90,472.30,301,14106,6563008.00,
500168,GOODYEAR (I),B ,Q,1137.00,1143.95,1109.00,1125.10,1122.00,1136.55,690,6620,7431598.00,
500170,GTN INDUS   ,B ,Q,18.25,18.90,18.10,18.90,18.90,19.30,5,1200,21945.00,
500171,GHCL LTD    ,A ,Q,353.90,354.25,346.50,348.35,348.35,352.10,1146,53384,18650888.00,
500173,GUJ.FLOURO  ,B ,Q,865.95,870.50,844.45,847.05,847.05,874.70,262,3305,2838158.00,
500179,HCL INFOSYS ,A ,Q,58.10,59.40,57.20,57.60,57.60,58.75,1532,444259,25854253.00,
500180,HDFC BANK   ,A ,Q,1960.00,1978.95,1945.45,1970.25,1970.25,1959.70,2204,99968,196343126.00,
500182,HEROMOTOCO  ,A ,Q,3641.15,3656.20,3550.00,3569.60,3569.60,3640.50,2589,19265,69114797.00,
500183,HIMACHAL FUT,A ,Q,30.85,31.40,30.35,30.65,30.65,30.85,1570,1130522,34812618.00,
500184,HSCL        ,B ,Q,183.65,189.00,183.40,187.00,187.00,181.55,3140,406243,75969239.00,
500185,HIND.CONSTN.,A ,Q,41.00,41.00,39.60,39.90,39.90,40.45,2889,1404105,56386325.00,
500186,HIND.OIL EXP,B ,Q,138.50,139.75,134.00,134.70,134.70,137.60,2287,320934,43699480.00,
500187,HSIL        ,B ,Q,483.55,485.55,464.30,468.05,468.05,477.20,408,7925,3755193.00,
500188,HINDUS.ZI   ,A ,Q,298.00,300.90,294.70,298.25,298.25,293.25,2585,145480,43367478.00,
500189,HINDUJA VENT,B ,Q,734.00,745.00,729.60,732.05,730.25,741.55,73,853,629541.00,
500191,HMT LTD.    ,Z ,Q,37.55,38.45,37.05,37.05,37.05,37.90,30,5095,190416.00,
500192,PRAG BOSIMI ,XT,Q,3.97,3.97,3.96,3.96,3.96,4.16,11,3215,12732.00,
500193,HOTEL LEELA.,B ,Q,22.00,23.25,21.80,23.05,23.05,21.80,937,406677,9257351.00,
500199,I.G.PETRO   ,B ,Q,750.20,755.30,735.15,747.20,749.70,755.65,244,4661,3473173.00,
500201,IND.GLYCOLS ,B ,Q,509.05,567.65,509.05,552.50,552.50,510.35,5140,245415,134797051.00,
500206,MARGO FIN   ,XT,Q,15.00,15.00,15.00,15.00,15.00,14.49,16,1976,29640.00,
500207,INDO RAMA   ,B ,Q,47.00,47.40,45.80,46.35,47.40,47.25,205,42441,1970109.00,
500209,INFOSYS LTD ,A ,Q,1184.40,1191.50,1160.80,1170.80,1170.80,1185.15,8983,522853,611193493.00,
500210,INGERSOLL   ,B ,Q,810.00,810.00,788.50,791.65,791.65,808.65,201,2493,1989026.00,
500211,INSILCO LTD.,XT,Q,28.95,29.95,28.80,29.10,28.90,28.55,75,19849,585891.00,
500212,INTEG.FIN.SE,XT,Q,43.95,43.95,40.30,40.30,40.30,41.90,2,21,919.00,
500213,INTER.TRAVEL,X ,Q,218.50,220.00,216.00,217.15,217.10,220.15,56,2791,610252.00,
500214,ION EXCHANGE,XT,Q,570.80,570.80,550.00,555.95,559.95,543.65,294,18471,10358094.00,
500215,AGRO TECH FO,B ,Q,671.00,689.00,671.00,675.75,675.75,680.90,58,458,310390.00,
500219,JAIN IRRIG  ,A ,Q,144.95,146.70,142.70,145.35,145.35,144.65,2265,632760,91454168.00,
500220,JASCH INDUST,X ,Q,66.25,70.00,66.25,66.90,66.70,68.00,28,4191,282575.00,
500223,JCT LTD     ,X ,Q,3.84,3.92,3.75,3.83,3.83,3.82,213,221600,841556.00,
500227,JINDAL POLYF,B ,Q,380.00,385.75,376.00,377.85,377.85,378.30,280,6060,2301244.00,
500228,JSWSL       ,A ,Q,291.90,297.25,288.05,290.75,290.75,288.60,1646,186920,54693401.00,
500231,UMANG DAIR  ,B ,Q,111.05,112.00,99.70,100.70,100.70,106.00,2619,180641,18948555.00,
500233,KAJARIA CER.,A ,Q,716.20,724.80,698.00,706.85,720.00,710.10,1261,28751,20276241.00,
500234,KAKATIYA CEM,B ,Q,383.25,384.60,377.00,379.10,382.00,377.45,274,8459,3226430.00,
500235,KALYANI STEL,B ,Q,372.00,372.45,365.05,366.05,366.95,367.75,414,14097,5184811.00,
500238,WHIRLPOOL   ,A ,Q,1472.00,1499.00,1472.00,1496.95,1485.00,1481.70,139,2217,3292791.00,
500239,KG DENIM    ,X ,Q,65.00,67.00,65.00,66.05,66.05,65.15,70,27162,1792637.00,
500240,KINETIC ENG.,ST,Q,83.70,89.00,83.70,88.55,87.05,87.05,39,6129,540060.00,
500241,KIRL.BROS.  ,B ,Q,359.95,359.95,336.60,339.55,339.55,358.30,839,20455,7093541.00,
500243,KIRL INDUS  ,B ,Q,1440.00,1450.05,1407.00,1410.75,1407.00,1454.50,40,916,1303418.00,
500245,KIRL.FERROUS,B ,Q,104.10,104.10,99.00,100.25,100.25,104.75,2838,509145,51191314.00,
500247,KOTAK MAH.BK,A ,Q,1084.80,1097.00,1065.00,1091.45,1091.45,1080.70,2443,313170,341321686.00,
500249,KSB PUMPS   ,B ,Q,875.00,895.00,870.00,871.10,875.70,870.70,117,756,667890.00,
500250,L.G.BALKRISH,B ,Q,1015.00,1020.00,975.00,982.60,990.00,1017.55,137,859,853486.00,
500251,TRENT LTD.  ,A ,Q,323.00,326.75,322.95,323.55,323.00,326.70,273,5470,1777236.00,
500252,LAKSHMI MACH,A ,Q,6190.00,6230.00,6185.35,6201.55,6201.55,6197.60,230,948,5887237.00,
500253,LIC HOUS.FIN,A ,Q,575.00,575.00,555.65,557.25,561.65,569.70,1947,113063,63710748.00,
500254,UTTAMVALUE  ,B ,Q,0.31,0.31,0.29,0.31,0.31,0.31,454,11979928,3661053.00,
500255,LML LTD.    ,T ,Q,9.65,9.65,9.20,9.33,9.34,9.40,82,37201,346833.00,
500257,LUPIN LTD.  ,A ,Q,957.50,968.15,945.30,950.45,950.45,955.60,3226,84468,80880054.00,
500259,LYKA LABS   ,B ,Q,67.80,69.00,65.90,67.95,67.95,68.40,902,86694,5853312.00,
500260,RAMCOCEM    ,A ,Q,780.60,795.00,777.00,784.15,795.00,781.10,529,9271,7265124.00,
500264,MAFATLAL IND,X ,Q,308.00,317.95,308.00,315.85,314.25,315.70,44,1477,463878.00,
500265,MAH.SEAMLESS,B ,Q,518.65,527.55,512.95,514.35,513.50,518.65,311,11328,5839450.00,
500266,MAH.SCOOTER ,B ,Q,2720.90,2796.00,2720.90,2789.45,2793.00,2707.90,113,434,1204575.00,
500267,MAJESTIC AUT,XT,Q,219.80,219.80,203.60,209.15,208.00,212.05,67,7588,1585679.00,
500268,MANALI PETRO,B ,Q,37.10,37.80,37.05,37.20,37.20,37.35,352,123815,4630882.00,
500271,MFSL        ,A ,Q,517.00,541.75,517.00,537.45,537.45,521.30,1956,68945,36737394.00,
500279,MIRC ELECT  ,B ,Q,56.70,58.60,55.10,58.00,58.00,55.85,1747,358328,20620241.00,
500280,CENTURY ENKA,B ,Q,341.50,342.00,330.00,336.15,336.15,341.15,232,8065,2716766.00,
500284,LORDS CHLORO,XT,Q,66.95,66.95,63.00,66.00,66.00,64.90,6,476,31168.00,
500285,SPICEJET LTD,B ,Q,122.00,122.80,114.70,115.70,115.70,120.40,12512,3231263,384115390.00,
500288,MOREPEN LAB.,B ,Q,38.15,38.80,37.80,38.00,38.00,38.45,1202,462915,17672663.00,
500290,MRF LTD.    ,A ,Q,68751.10,69443.05,67500.00,67847.20,67847.20,68909.25,299,3208,217861446.00,
500292,HEIDEL CEM  ,A ,Q,163.60,165.25,161.20,162.00,162.00,165.00,454,32462,5278820.00,
500294,NCC         ,A ,Q,126.65,132.30,126.45,127.80,127.80,125.80,3377,761822,99234412.00,
500295,VEDL        ,A ,Q,339.80,351.90,339.00,345.50,345.50,340.05,7909,1120997,389446431.00,
500296,NAHAR SPG.  ,B ,Q,123.00,124.00,120.00,121.45,121.45,122.55,109,17327,2118390.00,
500298,NAT.PEROXIDE,X ,Q,2222.00,2249.95,2201.10,2211.85,2211.85,2216.55,116,919,2042932.00,
500300,GRASIM IND. ,A ,Q,1209.00,1209.00,1184.00,1190.20,1190.20,1200.50,790,42493,50708417.00,
500302,PEL         ,A ,Q,2821.70,2822.60,2760.00,2776.25,2776.25,2802.05,579,6348,17759501.00,
500304,NIIT LTD.   ,A ,Q,109.35,110.70,107.45,108.35,108.35,108.70,1436,204851,22296010.00,
500306,JAYKAY      ,X ,Q,9.00,9.25,9.00,9.15,9.02,9.08,37,9607,87174.00,
500307,NIRLON      ,B ,Q,213.00,217.85,212.00,212.80,212.80,212.95,51,8627,1853394.00,
500312,ONGC CORPN  ,A ,Q,212.00,212.90,207.00,208.25,208.25,210.50,4229,544361,114084636.00,
500313,OIL COUNTRY ,B ,Q,54.10,54.15,52.85,53.30,53.20,54.05,54,5393,287764.00,
500314,ORIENT HOTEL,B ,Q,59.85,62.90,55.00,58.50,58.50,59.75,1909,173424,10225449.00,
500315,ORINTAL BANK,A ,Q,133.00,136.00,122.00,123.20,123.20,129.45,4022,479398,60566141.00,
500317,OSWAL AGRO. ,B ,Q,14.45,15.70,14.45,15.05,15.05,14.75,179,54609,827612.00,
500319,INDIAN SUCRO,XT,Q,38.35,42.35,38.35,40.15,40.10,40.35,40,2906,119256.00,
500322,PANYAM CEMEN,X ,Q,59.65,60.50,58.50,58.85,59.00,59.65,80,10164,602776.00,
500325,RELIANCE    ,A ,Q,970.00,971.45,957.25,964.55,964.55,964.55,7960,421966,406960814.00,
500327,PILITA      ,T ,Q,16.00,16.00,15.25,15.57,15.74,16.01,109,40374,624746.00,
500330,RAYMOND     ,A ,Q,1130.00,1134.00,1072.05,1076.65,1076.65,1123.55,1866,291663,317281468.00,
500331,PIDILITE    ,A ,Q,889.70,899.95,874.95,877.40,877.40,878.10,1780,394335,346697866.00,
500333,PIX TRANS   ,X ,Q,198.00,199.00,192.00,195.85,195.85,194.40,218,22926,4471983.00,
500335,BIRLA CORPN.,B ,Q,1139.25,1170.05,1122.10,1149.95,1150.40,1149.65,457,2311,2654177.00,
500336,SURYA ROSHNI,B ,Q,430.00,439.85,417.00,420.80,420.80,431.30,898,37484,16129933.00,
500337,PRIME SECUR.,B ,Q,52.80,52.80,49.75,50.00,49.80,51.35,186,17003,854562.00,
500338,PRISM CEMENT,B ,Q,137.10,138.45,133.90,134.55,135.25,137.90,750,83454,11351435.00,
500339,RAIN        ,A ,Q,412.50,431.40,411.00,419.00,419.00,412.55,7592,701665,296047795.00,
500343,AMJLAND     ,B ,Q,26.50,26.50,25.60,25.70,26.20,25.60,31,6351,164303.00,
500346,PUN.COMMUNI.,X ,Q,42.05,42.05,41.10,41.15,41.10,42.55,14,824,34174.00,
500350,RSWM  LTD   ,B ,Q,380.00,380.00,364.65,365.95,369.50,381.20,239,5133,1903173.00,
500354,RAJSH.SUGAR ,B ,Q,49.10,50.00,48.10,49.90,50.00,49.10,112,11364,556558.00,
500355,RALLIS INDIA,A ,Q,250.70,251.65,247.35,250.70,250.70,249.25,610,38722,9670778.00,
500356,RAMANEWS    ,B ,Q,33.15,36.40,31.95,32.35,32.35,32.20,115,247591,8299144.00,
500357,RAMA PAPER  ,X ,Q,9.89,9.92,9.89,9.92,9.92,10.41,3,900,8925.00,
500360,RAPICUT CARB,X ,Q,74.55,77.10,74.55,76.05,76.50,76.10,29,3194,241401.00,
500365,RMGALLOY    ,XT,Q,12.68,12.68,12.36,12.36,12.36,12.61,22,16610,208502.00,
500366,ROLTA (I)   ,B ,Q,74.70,74.70,71.25,71.90,71.90,73.75,2925,614842,44796659.00,
500367,RUBFILA INT.,X ,Q,80.10,81.85,79.00,80.45,80.45,80.90,297,47755,3838623.00,
500368,RUCHI SOYA  ,B ,Q,18.35,18.35,17.65,17.90,17.90,18.25,443,230719,4149219.00,
500372,SAMTEL COL  ,Z ,Q,1.58,1.58,1.58,1.58,1.58,1.66,6,2668,4215.00,
500378,JINDAL SAW  ,A ,Q,165.00,168.00,152.80,154.80,154.80,168.20,5077,776833,123741793.00,
500380,JK LAKSHMI  ,A ,Q,421.20,428.65,414.00,420.00,420.00,424.20,228,5816,2464994.00,
500387,SHREE CEMENT,A ,Q,18258.85,18467.75,18063.30,18145.35,18150.50,18204.35,146,299,5438873.00,
500388,SHREE KRISHN,XT,Q,35.00,37.80,34.55,34.55,34.55,36.00,16,2426,86334.00,
500390,REL INFRA   ,A ,Q,516.55,522.40,511.50,514.25,514.25,515.10,2644,211020,109037192.00,
500399,STEELCO GUJ.,X ,Q,9.60,9.60,9.16,9.26,9.34,9.40,32,9472,88035.00,
500400,TATA POWER  ,A ,Q,91.00,92.65,89.60,90.15,90.15,91.70,2523,407715,37264431.00,
500402,SPMLINFRA   ,B ,Q,143.45,144.35,142.35,143.45,144.05,143.55,621,204568,29323870.00,
500403,SUNDARAM FAS,A ,Q,557.10,557.10,545.00,548.25,548.25,558.00,354,9915,5455864.00,
500404,SUNFLAG IRON,B ,Q,89.05,89.05,86.50,86.85,86.55,88.50,776,138355,12071644.00,
500405,SUPREME PET ,B ,Q,396.00,404.40,396.00,400.50,400.00,400.25,230,7181,2875509.00,
500407,SWARAJ ENGIN,B ,Q,2010.00,2010.00,1980.00,1992.75,1990.00,2006.35,223,1548,3088033.00,
500408,TATA ELXSI  ,A ,Q,1103.00,1111.30,1080.00,1086.95,1086.95,1094.35,1848,55748,61114078.00,
500410,ACC LTD     ,A ,Q,1752.00,1752.45,1723.15,1727.45,1727.45,1744.85,692,12102,20996557.00,
500411,THERMAX     ,A ,Q,1274.95,1293.95,1256.00,1271.80,1283.95,1284.15,192,1448,1850725.00,
500412,THIRUMALAI  ,B ,Q,2192.00,2235.25,2165.10,2175.80,2175.80,2214.45,802,11561,25385846.00,
500413,THOMAS COOK ,B ,Q,248.50,248.70,240.25,241.70,241.70,244.80,407,18450,4522885.00,
500414,TIMEX GROUP ,X ,Q,59.00,62.00,59.00,60.40,60.40,58.75,249,65045,3971169.00,
500418,TOKYO PLAST ,B ,Q,122.05,127.55,122.05,125.90,126.00,122.90,71,2025,253714.00,
500420,TORRENT PHAR,A ,Q,1454.50,1456.95,1420.00,1425.50,1435.60,1454.10,411,6024,8662996.00,
500422,TRANSCHEM   ,X ,Q,35.00,39.00,35.00,36.75,36.75,34.40,92,9069,338819.00,
500425,AMBUJA CEME ,A ,Q,260.75,264.80,259.80,263.15,263.15,260.30,837,100776,26365354.00,
500429,UNIPHOS ENT.,B ,Q,93.00,98.00,93.00,95.15,95.15,97.05,24,1473,140331.00,
500439,VARD HOLDNG ,B ,Q,5065.05,5200.00,5059.70,5155.45,5155.45,5108.80,48,125,640814.00,
500440,HINDALCO    ,A ,Q,257.00,266.85,256.35,258.55,258.55,259.45,2141,619728,161743757.00,
500444,WEST COAS PA,B ,Q,315.00,322.90,312.00,314.00,314.25,318.00,245,9555,3017127.00,
500449,HIND.ORG.CHM,T ,Q,27.80,28.85,27.50,28.85,28.85,27.50,194,50795,1454418.00,
500456,PAS.ACRYLON ,X ,Q,27.00,27.00,26.50,26.75,26.70,26.90,85,24131,644757.00,
500459,PROCTER &GAM,A ,Q,9350.00,9400.00,9260.00,9322.35,9316.00,9349.75,134,321,2991235.00,
500460,MUKAND LTD. ,B ,Q,92.65,93.05,89.10,89.45,89.45,92.35,518,179970,16220436.00,
500463,AGCNET      ,T ,Q,122.00,122.50,120.60,122.50,122.50,123.60,4,209,25438.00,
500464,UCAL FUEL   ,B ,Q,314.75,315.90,308.00,309.75,312.35,314.60,254,13460,4190082.00,
500467,HARR.MALAYAL,T ,Q,89.00,90.70,89.00,89.75,90.00,88.85,53,4985,448819.00,
500469,FEDERAL BANK,A ,Q,102.70,103.65,100.65,101.15,101.15,103.20,2125,550397,56246203.00,
500470,TATA STEEL  ,A ,Q,767.00,773.25,759.15,769.00,769.00,763.40,3561,280572,214911854.00,
500472,SKF INDIA   ,A ,Q,1836.00,1836.00,1802.20,1817.20,1811.50,1837.20,100,1190,2163700.00,
500477,ASHOK LEYL. ,A ,Q,124.70,124.80,121.85,122.40,122.40,123.30,3390,621469,76566801.00,
500480,CUMMINS (I) ,A ,Q,911.85,924.40,908.55,910.10,913.35,911.80,1353,159970,146664410.00,
500483,TATA COMM   ,A ,Q,628.00,635.35,616.05,618.30,618.30,634.15,814,32681,20445436.00,
500488,ABBOTT (I)  ,B ,Q,5480.05,5535.00,5475.00,5507.25,5500.00,5531.15,34,90,496105.00,
500490,BAJ HOLD INV,A ,Q,2777.00,2823.00,2777.00,2799.95,2801.00,2805.45,124,681,1912923.00,
500493,BHARAT FORGE,A ,Q,746.50,750.65,719.40,723.70,723.70,746.30,1217,44957,33048494.00,
500495,ESCORTS LTD.,A ,Q,820.00,848.00,820.00,835.45,835.45,821.30,2821,154002,129149094.00,
500500,HIND.MOTORS ,T ,Q,9.95,9.98,9.25,9.37,9.50,9.63,229,93126,889941.00,
500510,LARSEN & TOU,A ,Q,1399.40,1425.00,1395.00,1412.95,1412.95,1400.40,9012,299987,424919655.00,
500520,MAH & MAH   ,A ,Q,751.20,760.85,748.00,755.45,755.45,756.25,3777,514771,386149124.00,
500530,BOSCH LTD   ,A ,Q,19668.30,19854.15,19500.00,19608.95,19575.00,19744.15,366,803,15787736.00,
500540,PREMIER LTD ,B ,Q,33.05,34.40,31.50,32.50,31.50,33.50,264,21062,690764.00,
500547,BHARAT PET. ,A ,Q,483.90,484.50,473.80,479.65,479.65,479.60,1590,582973,277898488.00,
500550,SIEMENS LTD.,A ,Q,1303.00,1320.00,1295.00,1299.75,1301.55,1301.20,552,12834,16790376.00,XD
500570,TATA MOTORS ,A ,Q,402.25,408.00,399.00,400.20,400.20,403.60,8787,559942,225556291.00,
500575,VOLTAS LTD  ,A ,Q,612.45,619.40,605.00,614.55,615.00,609.55,1438,55158,33819421.00,
500620,GREAT EASTE ,A ,Q,429.00,433.35,413.45,415.75,415.00,430.60,444,12610,5285064.00,
500645,DEEPAK FERT.,A ,Q,410.10,415.00,409.05,413.05,410.40,414.35,400,23553,9685573.00,
